1	10
1	12
1	13
1	18
1	20
1	23
1	24
1	25
1	29
1	32
1	35
1	40
1	41
1	42
1	44
1	53
1	56
1	62
1	65
1	70
1	71
1	76
1	83
1	85
1	86
1	87
1	92
1	93
1	95
1	100
1	101
1	109
1	112
1	117
1	122
1	123
1	124
1	129
1	132
1	133
1	136
1	142
1	145
1	148
1	150
1	154
1	156
1	167
1	168
1	175
1	177
1	184
1	187
1	190
1	191
1	192
1	193
1	198
2	5
2	7
2	9
2	10
2	12
2	19
2	23
2	26
2	30
2	34
2	39
2	41
2	48
2	52
2	57
2	62
2	65
2	67
2	69
2	72
2	73
2	77
2	80
2	83
2	95
2	104
2	105
2	112
2	113
2	115
2	117
2	119
2	125
2	137
2	145
2	152
2	155
2	157
2	160
2	162
2	177
2	178
2	179
2	183
2	184
2	185
2	186
2	198
3	5
3	6
3	7
3	16
3	24
3	29
3	33
3	34
3	35
3	37
3	41
3	44
3	46
3	60
3	62
3	64
3	74
3	82
3	83
3	91
3	96
3	98
3	100
3	102
3	104
3	107
3	109
3	111
3	114
3	117
3	126
3	128
3	131
3	134
3	135
3	136
3	137
3	138
3	139
3	140
3	142
3	151
3	152
3	157
3	162
3	175
3	179
3	180
3	181
3	182
3	183
3	185
3	186
3	189
3	195
3	196
4	6
4	12
4	13
4	14
4	15
4	18
4	19
4	21
4	24
4	25
4	30
4	32
4	36
4	40
4	43
4	46
4	47
4	48
4	56
4	60
4	65
4	76
4	77
4	82
4	83
4	86
4	87
4	89
4	92
4	94
4	97
4	102
4	107
4	108
4	117
4	122
4	127
4	129
4	131
4	140
4	141
4	146
4	151
4	157
4	159
4	162
4	163
4	167
4	168
4	169
4	172
4	174
4	176
4	177
4	178
4	179
4	180
4	185
4	186
4	189
4	194
4	195
4	196
4	198
4	200
5	6
5	8
5	11
5	13
5	16
5	18
5	26
5	32
5	42
5	48
5	50
5	52
5	54
5	62
5	66
5	67
5	73
5	74
5	75
5	80
5	82
5	89
5	95
5	98
5	100
5	101
5	102
5	103
5	105
5	107
5	109
5	111
5	112
5	113
5	120
5	126
5	127
5	136
5	137
5	139
5	142
5	149
5	150
5	153
5	158
5	159
5	161
5	164
5	167
5	170
5	171
5	172
5	175
5	176
5	177
5	189
5	192
5	193
5	195
5	199
6	8
6	10
6	13
6	14
6	21
6	22
6	27
6	28
6	30
6	31
6	38
6	39
6	40
6	41
6	42
6	43
6	45
6	47
6	49
6	51
6	55
6	57
6	58
6	61
6	62
6	66
6	68
6	69
6	71
6	72
6	73
6	76
6	77
6	82
6	92
6	100
6	105
6	113
6	124
6	129
6	130
6	139
6	142
6	143
6	147
6	150
6	156
6	160
6	163
6	167
6	169
6	171
6	176
6	177
6	181
6	182
6	187
6	189
6	198
7	9
7	17
7	21
7	23
7	28
7	32
7	34
7	37
7	39
7	40
7	44
7	48
7	49
7	53
7	57
7	61
7	67
7	69
7	70
7	73
7	77
7	78
7	85
7	90
7	91
7	94
7	95
7	96
7	98
7	100
7	106
7	107
7	108
7	110
7	112
7	114
7	115
7	123
7	124
7	126
7	135
7	142
7	143
7	144
7	145
7	146
7	147
7	148
7	152
7	153
7	157
7	163
7	164
7	168
7	171
7	176
7	180
7	182
7	185
7	188
7	190
7	192
7	195
7	197
8	11
8	13
8	18
8	20
8	22
8	28
8	32
8	37
8	43
8	44
8	52
8	58
8	60
8	61
8	73
8	76
8	77
8	80
8	81
8	82
8	88
8	89
8	92
8	102
8	103
8	108
8	109
8	111
8	112
8	115
8	116
8	127
8	131
8	133
8	134
8	142
8	148
8	152
8	154
8	167
8	168
8	170
8	173
8	179
8	180
8	183
8	189
8	193
8	198
9	10
9	14
9	20
9	22
9	23
9	27
9	33
9	35
9	38
9	39
9	47
9	59
9	62
9	68
9	69
9	73
9	76
9	77
9	83
9	84
9	86
9	87
9	88
9	89
9	96
9	102
9	103
9	109
9	114
9	116
9	117
9	119
9	120
9	123
9	136
9	137
9	138
9	139
9	140
9	146
9	148
9	155
9	156
9	157
9	158
9	159
9	167
9	170
9	173
9	174
9	175
9	179
9	180
10	12
10	13
10	16
10	23
10	31
10	32
10	36
10	42
10	44
10	47
10	49
10	50
10	51
10	52
10	54
10	58
10	59
10	62
10	64
10	68
10	70
10	76
10	77
10	78
10	81
10	94
10	101
10	105
10	106
10	109
10	113
10	114
10	115
10	116
10	117
10	124
10	133
10	136
10	141
10	143
10	146
10	149
10	158
10	165
10	166
10	167
10	171
10	172
10	173
10	174
10	178
10	179
10	188
10	195
10	199
11	12
11	13
11	15
11	23
11	27
11	29
11	31
11	33
11	40
11	42
11	43
11	44
11	49
11	52
11	53
11	54
11	59
11	61
11	65
11	66
11	71
11	73
11	75
11	76
11	80
11	86
11	87
11	88
11	89
11	98
11	101
11	104
11	107
11	113
11	114
11	125
11	130
11	132
11	133
11	134
11	135
11	139
11	140
11	144
11	148
11	149
11	152
11	159
11	168
11	174
11	183
11	187
11	189
11	190
11	191
11	197
11	200
12	13
12	15
12	17
12	18
12	19
12	22
12	28
12	33
12	34
12	39
12	43
12	46
12	48
12	51
12	61
12	64
12	66
12	67
12	68
12	71
12	72
12	73
12	74
12	76
12	81
12	84
12	88
12	90
12	92
12	94
12	96
12	99
12	103
12	104
12	107
12	108
12	113
12	117
12	123
12	128
12	133
12	138
12	140
12	151
12	152
12	156
12	159
12	167
12	170
12	176
12	183
12	184
12	185
12	189
12	194
12	195
12	196
13	18
13	23
13	26
13	28
13	29
13	30
13	32
13	36
13	37
13	38
13	40
13	41
13	46
13	47
13	50
13	51
13	52
13	55
13	61
13	62
13	63
13	69
13	70
13	75
13	76
13	78
13	80
13	82
13	87
13	95
13	99
13	102
13	112
13	114
13	116
13	119
13	120
13	121
13	131
13	135
13	137
13	139
13	145
13	146
13	148
13	151
13	160
13	162
13	164
13	172
13	174
13	176
13	177
13	179
13	181
13	182
13	184
13	185
13	194
13	196
14	16
14	19
14	20
14	25
14	36
14	42
14	43
14	47
14	48
14	49
14	50
14	55
14	62
14	64
14	66
14	81
14	83
14	86
14	89
14	90
14	91
14	93
14	96
14	98
14	103
14	105
14	106
14	107
14	109
14	111
14	112
14	113
14	119
14	123
14	126
14	133
14	134
14	135
14	139
14	142
14	148
14	149
14	156
14	157
14	161
14	163
14	173
14	174
14	178
14	181
14	183
14	191
14	192
14	194
14	200
15	16
15	19
15	22
15	24
15	26
15	28
15	29
15	34
15	37
15	40
15	49
15	50
15	52
15	53
15	54
15	57
15	59
15	63
15	64
15	68
15	73
15	83
15	89
15	91
15	97
15	102
15	105
15	110
15	116
15	119
15	124
15	132
15	143
15	144
15	146
15	148
15	152
15	157
15	161
15	162
15	169
15	175
15	180
15	181
15	183
15	188
15	193
16	17
16	20
16	30
16	32
16	35
16	40
16	43
16	45
16	47
16	48
16	56
16	60
16	62
16	64
16	65
16	70
16	72
16	80
16	82
16	85
16	88
16	91
16	92
16	95
16	97
16	109
16	113
16	116
16	117
16	118
16	119
16	124
16	125
16	126
16	130
16	131
16	145
16	146
16	148
16	150
16	151
16	157
16	159
16	162
16	165
16	170
16	172
16	174
16	179
16	181
16	182
16	185
16	188
16	189
16	191
16	196
16	197
17	24
17	25
17	32
17	34
17	37
17	42
17	45
17	55
17	59
17	63
17	64
17	68
17	71
17	80
17	84
17	86
17	88
17	91
17	94
17	104
17	111
17	114
17	117
17	121
17	131
17	133
17	137
17	140
17	144
17	150
17	152
17	155
17	159
17	161
17	162
17	166
17	167
17	177
17	178
17	179
17	180
17	184
17	185
17	188
17	189
17	191
17	196
17	198
17	200
18	19
18	25
18	30
18	31
18	32
18	33
18	39
18	43
18	45
18	48
18	53
18	56
18	57
18	63
18	65
18	71
18	74
18	75
18	81
18	88
18	90
18	100
18	103
18	106
18	109
18	110
18	111
18	112
18	118
18	121
18	124
18	126
18	127
18	128
18	129
18	133
18	139
18	142
18	145
18	147
18	148
18	150
18	158
18	160
18	165
18	176
18	179
18	183
18	186
18	190
18	193
18	194
18	197
19	21
19	31
19	33
19	37
19	38
19	46
19	56
19	57
19	61
19	66
19	69
19	71
19	89
19	94
19	96
19	97
19	102
19	106
19	107
19	110
19	111
19	112
19	113
19	115
19	118
19	122
19	125
19	126
19	128
19	132
19	134
19	137
19	138
19	140
19	141
19	143
19	146
19	148
19	149
19	151
19	152
19	158
19	167
19	169
19	172
19	173
19	174
19	178
19	184
19	186
19	188
19	192
19	199
20	22
20	23
20	25
20	30
20	31
20	33
20	46
20	47
20	49
20	55
20	63
20	64
20	69
20	82
20	83
20	84
20	88
20	89
20	90
20	93
20	95
20	98
20	103
20	110
20	113
20	114
20	116
20	118
20	119
20	128
20	133
20	136
20	138
20	141
20	143
20	156
20	159
20	160
20	161
20	166
20	169
20	172
20	177
20	178
20	180
20	188
20	191
20	192
20	198
21	22
21	24
21	26
21	28
21	35
21	36
21	43
21	46
21	51
21	53
21	55
21	58
21	60
21	68
21	71
21	73
21	75
21	79
21	80
21	82
21	83
21	85
21	87
21	90
21	91
21	96
21	104
21	105
21	106
21	115
21	117
21	123
21	124
21	126
21	138
21	147
21	150
21	158
21	160
21	161
21	162
21	173
21	174
21	177
21	178
21	179
21	181
21	183
21	184
21	188
21	189
21	192
21	194
21	196
21	198
21	199
22	29
22	35
22	46
22	47
22	50
22	57
22	58
22	61
22	66
22	70
22	71
22	79
22	82
22	88
22	98
22	99
22	104
22	105
22	108
22	109
22	122
22	124
22	128
22	129
22	130
22	137
22	138
22	140
22	142
22	143
22	150
22	151
22	156
22	162
22	166
22	169
22	170
22	171
22	172
22	175
22	176
22	177
22	180
22	182
22	184
22	185
22	189
22	192
22	194
22	198
23	30
23	36
23	37
23	39
23	42
23	46
23	48
23	50
23	54
23	55
23	65
23	70
23	71
23	73
23	75
23	76
23	77
23	79
23	83
23	84
23	86
23	116
23	117
23	118
23	122
23	131
23	133
23	135
23	143
23	144
23	150
23	156
23	158
23	163
23	167
23	168
23	169
23	170
23	171
23	177
23	178
23	179
23	180
23	185
23	186
23	188
23	189
23	193
23	194
24	29
24	31
24	34
24	36
24	41
24	44
24	47
24	51
24	54
24	55
24	57
24	59
24	61
24	62
24	65
24	66
24	68
24	69
24	71
24	72
24	74
24	75
24	76
24	91
24	93
24	95
24	97
24	98
24	100
24	101
24	103
24	113
24	116
24	118
24	119
24	121
24	123
24	124
24	125
24	130
24	138
24	140
24	142
24	143
24	145
24	151
24	153
24	154
24	166
24	169
24	171
24	174
24	175
24	179
24	180
24	182
24	187
24	188
24	190
24	192
24	200
25	29
25	30
25	38
25	45
25	47
25	48
25	49
25	52
25	59
25	62
25	65
25	71
25	72
25	78
25	81
25	82
25	83
25	86
25	87
25	91
25	98
25	99
25	100
25	102
25	106
25	110
25	111
25	113
25	115
25	118
25	119
25	120
25	126
25	128
25	131
25	138
25	140
25	142
25	151
25	157
25	161
25	162
25	168
25	170
25	172
25	174
25	176
25	177
25	179
25	181
25	182
25	185
25	188
25	196
25	200
26	27
26	31
26	32
26	34
26	37
26	41
26	43
26	45
26	47
26	51
26	56
26	57
26	59
26	62
26	64
26	65
26	66
26	74
26	83
26	91
26	92
26	95
26	96
26	102
26	104
26	105
26	106
26	108
26	113
26	120
26	121
26	123
26	132
26	135
26	138
26	140
26	142
26	147
26	156
26	161
26	165
26	169
26	170
26	176
26	178
26	182
26	185
26	186
26	191
26	193
26	194
26	200
27	32
27	33
27	35
27	37
27	41
27	44
27	53
27	62
27	64
27	70
27	73
27	79
27	80
27	87
27	90
27	91
27	93
27	95
27	100
27	101
27	104
27	107
27	109
27	110
27	118
27	119
27	121
27	122
27	127
27	130
27	135
27	136
27	137
27	138
27	141
27	142
27	144
27	148
27	152
27	157
27	160
27	162
27	164
27	168
27	172
27	173
27	175
27	177
27	180
27	182
27	183
27	187
27	189
27	195
28	30
28	34
28	37
28	39
28	42
28	43
28	48
28	50
28	53
28	55
28	61
28	71
28	73
28	74
28	76
28	78
28	79
28	86
28	89
28	90
28	92
28	95
28	97
28	98
28	99
28	101
28	102
28	104
28	107
28	115
28	116
28	122
28	128
28	129
28	131
28	132
28	135
28	136
28	137
28	139
28	143
28	144
28	146
28	150
28	152
28	155
28	156
28	164
28	166
28	173
28	176
28	181
28	185
28	192
28	195
28	196
28	199
28	200
29	35
29	41
29	42
29	47
29	48
29	49
29	50
29	51
29	52
29	57
29	58
29	65
29	72
29	74
29	76
29	83
29	85
29	87
29	98
29	99
29	101
29	104
29	106
29	107
29	109
29	115
29	117
29	121
29	125
29	127
29	130
29	134
29	138
29	142
29	144
29	149
29	152
29	156
29	161
29	163
29	164
29	166
29	168
29	169
29	172
29	174
29	176
29	178
29	179
29	182
29	183
29	192
29	193
29	194
29	195
29	197
29	198
30	34
30	36
30	41
30	42
30	44
30	46
30	47
30	51
30	56
30	57
30	60
30	62
30	65
30	70
30	71
30	72
30	73
30	74
30	77
30	83
30	88
30	89
30	92
30	93
30	94
30	96
30	102
30	104
30	105
30	109
30	122
30	128
30	129
30	132
30	135
30	137
30	138
30	139
30	140
30	144
30	151
30	152
30	156
30	162
30	164
30	168
30	169
30	170
30	171
30	176
30	177
30	180
30	182
30	183
30	185
30	191
30	193
30	195
30	198
31	33
31	34
31	35
31	37
31	39
31	42
31	43
31	45
31	49
31	50
31	52
31	53
31	55
31	56
31	58
31	64
31	66
31	67
31	70
31	72
31	78
31	81
31	85
31	93
31	94
31	96
31	99
31	101
31	107
31	108
31	114
31	118
31	120
31	124
31	125
31	127
31	133
31	144
31	146
31	147
31	152
31	155
31	159
31	165
31	175
31	176
31	177
31	181
31	182
31	195
31	198
32	42
32	46
32	50
32	53
32	58
32	59
32	61
32	63
32	64
32	69
32	70
32	71
32	72
32	82
32	83
32	92
32	97
32	98
32	99
32	100
32	105
32	106
32	110
32	116
32	120
32	124
32	130
32	132
32	134
32	140
32	144
32	145
32	146
32	149
32	154
32	162
32	165
32	167
32	172
32	173
32	180
32	184
32	187
32	191
32	194
32	195
32	198
33	35
33	37
33	39
33	42
33	43
33	47
33	50
33	54
33	56
33	58
33	67
33	70
33	71
33	73
33	75
33	77
33	83
33	84
33	86
33	89
33	92
33	93
33	99
33	102
33	109
33	111
33	113
33	114
33	116
33	117
33	118
33	120
33	124
33	129
33	133
33	146
33	151
33	152
33	153
33	155
33	157
33	159
33	162
33	164
33	166
33	169
33	171
33	179
33	180
33	182
33	183
33	186
33	189
33	191
33	195
33	199
34	36
34	38
34	43
34	46
34	47
34	49
34	65
34	66
34	69
34	70
34	82
34	83
34	86
34	87
34	90
34	92
34	94
34	97
34	98
34	99
34	103
34	108
34	112
34	114
34	115
34	117
34	120
34	123
34	129
34	131
34	134
34	137
34	140
34	143
34	144
34	148
34	151
34	152
34	157
34	161
34	165
34	167
34	170
34	177
34	178
34	185
34	189
34	198
34	199
35	36
35	38
35	45
35	49
35	54
35	56
35	61
35	66
35	69
35	71
35	76
35	77
35	78
35	80
35	81
35	89
35	93
35	94
35	97
35	106
35	113
35	115
35	122
35	136
35	137
35	142
35	143
35	144
35	146
35	147
35	148
35	151
35	152
35	156
35	159
35	163
35	165
35	168
35	173
35	175
35	177
35	178
35	182
35	183
35	193
35	194
35	195
36	51
36	56
36	58
36	60
36	61
36	68
36	70
36	75
36	80
36	83
36	92
36	93
36	104
